order_id,customer_id,order_date,order_status,channel,region_id,shipping_date,delivery_date,discount_pct,payment_method
664,342,2024-12-20,pending,3,10,2024-12-23,2025-01-05,0.95,credit_card
665,115,2024-08-20,pending,2,2,2024-08-22,2024-08-30,9.56,debit_card
666,111,09/21/2023,delivered,3,4,2023-09-22,2023-09-30,4.35,credit_card
667,35,28/12/2024,delivered,2,,2024-12-30,2025-01-06,11.68,afterpay
668,29,2021-11-21,delivered,2,5,22/11/2021,12/03/2021,23.27,credit_card
669,360,2024-06-13,delivered,1,10,06/18/2024,2024-06-28,3.67,credit_card
670,497,25/01/2024,cancelled,2,13,2024-01-28,02/02/2024,23.67,afterpay
671,478,24/01/2021,delivered,3,9,26/01/2021,2021-01-27,11.86,apple_pay
672,44,09/06/2022,delivered,2,2,10/09/2022,2022-09-12,12.77,apple_pay
673,463,10/31/2023,shipped,1,11,04/11/2023,2023-11-16,11.93,paypal
674,464,01/07/2021,delivered,1,8,07/05/2021,2021-07-07,16.06,paypal
675,55,2023-08-01,delivered,1,10,05/08/2023,08/08/2023,17.55,apple_pay
676,220,02/22/2021,delivered,1,,26/02/2021,2021-03-07,14.02,paypal
677,278,2024-01-25,shipped,1,13,2024-01-26,04/02/2024,13.37,paypal
678,203,2023-09-10,shipped,1,,15/09/2023,09/23/2023,20.83,credit_card
679,387,05/13/2024,delivered,2,7,15/05/2024,29/05/2024,5.33,credit_card
680,471,06/06/2022,delivered,3,13,06/11/2022,2022-06-20,0.55,debit_card
681,135,2021-09-13,delivered,1,4,2021-09-14,2021-09-21,6.84,credit_card
682,34,2023-11-23,shipped,1,9,2023-11-26,06/12/2023,13.67,credit_card
683,140,2021-06-13,cancelled,1,13,06/16/2021,2021-06-23,8.16,apple_pay
684,340,01/08/2024,delivered,4,12,2024-01-10,01/22/2024,11.01,paypal
685,302,06/19/2022,delivered,2,12,20/06/2022,2022-06-22,4.51,credit_card
686,23,2022-12-21,pending,2,12,22/12/2022,2022-12-30,20.81,paypal
687,128,04/22/2023,delivered,3,6,24/04/2023,04/26/2023,1.4,apple_pay
688,498,2024-04-03,delivered,4,7,2024-04-05,2024-04-06,6.85,afterpay
689,26,2022-11-01,cancelled,3,7,2022-11-04,11/02/2022,12.25,paypal
690,494,2022-03-29,shipped,4,3,03/04/2022,16/04/2022,19.56,afterpay
691,173,2024-12-05,delivered,3,10,06/12/2024,08/12/2024,5.72,credit_card
692,90,2021-11-08,delivered,4,8,2021-11-10,2021-11-23,11.85,credit_card
693,41,2021-12-29,delivered,1,9,2021-12-30,2022-01-01,6.28,credit_card
694,243,04/20/2024,delivered,1,3,2024-04-24,2024-05-02,1.98,paypal
695,229,2021-10-04,delivered,2,11,08/10/2021,10/21/2021,1.9,debit_card
696,377,08/09/2023,delivered,1,12,09/10/2023,09/17/2023,18.81,apple_pay
697,90,09/27/2022,shipped,1,4,2022-09-28,2022-10-09,21.97,credit_card
698,484,2023-05-30,delivered,2,8,02/06/2023,13/06/2023,3.64,debit_card
699,479,2024-12-31,cancelled,1,12,2025-01-03,2025-01-16,12.28,afterpay
700,392,2022-02-27,shipped,2,3,02/03/2022,2022-03-13,0.77,afterpay
701,182,26/01/2021,delivered,1,10,2021-01-31,2021-02-01,24.06,apple_pay
702,406,2022-04-16,delivered,3,10,2022-04-21,2022-04-30,8.28,credit_card
703,447,03/23/2023,cancelled,1,7,03/27/2023,04/05/2023,4.31,afterpay
704,28,12/25/2023,shipped,4,10,30/12/2023,2024-01-05,11.26,debit_card
705,275,24/07/2023,delivered,1,12,2023-07-29,08/09/2023,15.55,paypal
706,247,2024-03-31,delivered,3,8,04/02/2024,16/04/2024,6.34,paypal
707,68,2022-02-22,delivered,1,4,2022-02-24,2022-03-06,19.81,debit_card
708,484,2024-03-06,shipped,1,12,2024-03-08,17/03/2024,23.1,debit_card
709,90,2021-01-05,pending,4,7,2021-01-06,2021-01-18,1.13,credit_card
710,281,06/21/2021,delivered,1,5,23/06/2021,2021-06-29,18.11,apple_pay
711,262,04/08/2021,cancelled,1,9,2021-04-11,2021-04-18,4.87,credit_card
712,9705,2021-02-04,cancelled,3,12,2021-02-08,2021-02-06,10.94,credit_card
713,200,15/05/2023,delivered,4,6,05/16/2023,2023-05-13,2.16,afterpay
714,9791,26/10/2022,pending,1,5,2022-10-30,2022-11-09,11.74,apple_pay
715,104,26/08/2022,delivered,1,10,2022-08-28,2022-09-04,3.98,afterpay
716,271,2024-10-28,delivered,3,1,2024-11-01,2024-11-14,14.78,credit_card
717,355,02/05/2024,shipped,2,7,2024-05-04,2024-05-05,19.1,paypal
718,41,2024-02-08,pending,1,13,2024-02-13,2024-02-19,8.39,paypal
719,362,04/07/2021,delivered,1,3,07/06/2021,2021-07-14,2.41,apple_pay
720,365,2024-04-27,cancelled,2,3,04/29/2024,05/06/2024,11.94,paypal
721,470,2021-09-28,pending,3,8,03/10/2021,09/10/2021,1.13,paypal
722,255,01/01/2021,delivered,1,2,2021-01-06,2021-01-07,5.49,debit_card
723,9091,2021-10-06,delivered,1,10,10/10/2021,13/10/2021,18.03,credit_card
724,135,2023-07-16,shipped,1,7,2023-07-17,2023-07-20,13.56,credit_card
725,403,2022-12-21,delivered,3,1,12/22/2022,24/12/2022,21.1,afterpay
726,42,2021-03-31,delivered,1,13,2021-04-03,2021-04-07,20.52,apple_pay
727,161,10/25/2024,pending,2,11,10/26/2024,03/11/2024,12.6,credit_card
728,73,2024-03-08,delivered,1,4,2024-03-12,2024-03-19,10.3,credit_card
729,46,2024-07-02,delivered,2,13,2024-07-07,07/10/2024,13.46,paypal
730,24,11/11/2021,delivered,2,11,2021-11-16,11/27/2021,11.71,apple_pay
731,392,11/05/2022,delivered,4,5,05/13/2022,05/20/2022,10.89,apple_pay
732,258,2022-02-04,delivered,2,7,07/02/2022,2022-02-10,19.94,paypal
733,172,19/04/2021,cancelled,4,6,23/04/2021,28/04/2021,8.39,credit_card
734,423,2021-01-20,delivered,1,6,21/01/2021,2021-01-30,12.33,credit_card
735,52,2023-08-06,delivered,2,1,2023-08-10,12/08/2023,20.14,debit_card
736,9084,18/02/2021,cancelled,3,5,23/02/2021,2021-03-01,2.08,paypal
737,402,04/03/2024,delivered,4,13,05/03/2024,03/06/2024,22.97,credit_card
738,352,2024-11-06,delivered,1,,09/11/2024,17/11/2024,7.06,afterpay
739,305,2024-02-02,pending,2,6,2024-02-05,2024-02-17,22.84,paypal
740,491,19/10/2024,delivered,1,4,2024-10-21,2024-10-26,117.41,apple_pay
741,314,01/12/2024,delivered,2,10,12/02/2024,12/04/2024,23.89,debit_card
742,466,2023-02-05,delivered,3,7,2023-02-10,2023-02-16,1.48,apple_pay
743,220,01/27/2024,pending,4,8,28/01/2024,06/02/2024,19.46,credit_card
744,100,13/03/2024,delivered,3,,03/16/2024,03/26/2024,9.82,credit_card
745,112,2021-11-26,delivered,2,7,11/29/2021,27/11/2021,3.25,apple_pay
746,9806,2024-07-09,shipped,2,13,2024-07-14,2024-07-26,8.28,credit_card
747,24,2022-12-31,shipped,1,9,2023-01-01,2023-01-12,12.76,afterpay
748,228,2022-03-27,shipped,2,6,04/01/2022,02/04/2022,23.09,credit_card
749,88,30/04/2024,delivered,2,7,2024-05-05,18/05/2024,23.83,afterpay
750,190,12/26/2022,delivered,4,1,28/12/2022,30/12/2022,3.15,credit_card
751,385,2024-02-02,pending,2,2,2024-02-04,2024-02-08,15.2,credit_card
752,188,03/04/2024,pending,1,7,2024-03-08,2024-03-10,9.29,debit_card
753,361,15/11/2024,pending,2,1,2024-11-19,2024-11-28,19.33,apple_pay
754,483,2021-11-13,delivered,1,9,18/11/2021,26/11/2021,24.04,credit_card
755,387,04/09/2023,shipped,2,10,05/09/2023,2023-09-06,3.19,paypal
756,46,07/23/2022,delivered,2,3,27/07/2022,2022-08-01,21.51,credit_card
757,65,08/07/2024,delivered,2,1,2024-07-09,2024-07-12,17.86,paypal
758,436,2021-09-18,delivered,2,1,2021-09-19,09/23/2021,18.98,afterpay
759,101,2021-01-06,delivered,1,4,07/01/2021,13/01/2021,11.0,credit_card
760,351,2021-02-16,delivered,2,11,18/02/2021,28/02/2021,1.85,credit_card
761,484,01/03/2021,delivered,1,5,2021-03-03,2021-03-17,9.68,afterpay
762,8,2023-10-24,pending,3,7,2023-10-27,03/11/2023,22.69,credit_card
763,202,11/10/2021,pending,3,6,2021-11-15,2021-11-24,14.53,afterpay
764,201,07/02/2022,delivered,2,4,2022-02-10,20/02/2022,8.59,debit_card
765,434,12/12/2021,cancelled,1,2,12/14/2021,12/21/2021,3.67,paypal
766,345,2021-11-06,pending,1,9,2021-11-11,25/11/2021,23.73,credit_card
767,123,30/09/2022,delivered,2,7,10/01/2022,2022-10-12,5.03,debit_card
768,456,19/01/2023,delivered,2,4,2023-01-20,2023-01-26,5.06,credit_card
769,428,01/20/2023,delivered,3,12,2023-01-25,02/02/2023,21.59,afterpay
770,206,2024-04-16,delivered,2,6,04/19/2024,2024-05-01,9.01,afterpay
771,477,2024-05-02,delivered,2,5,05/06/2024,05/19/2024,4.43,apple_pay
772,45,01/12/2022,shipped,1,6,2022-12-05,2022-12-15,9.93,paypal
773,70,06/05/2022,delivered,4,2,11/05/2022,13/05/2022,7.15,afterpay
774,419,2021-08-27,delivered,1,1,2021-08-30,2021-09-04,10.32,apple_pay
775,331,2024-11-06,delivered,1,6,2024-11-07,11/15/2024,3.55,paypal
776,81,2022-03-05,delivered,4,9,2022-03-08,2022-03-20,6.49,afterpay
777,100,2024-08-09,shipped,1,6,10/08/2024,2024-08-22,20.51,afterpay
778,350,10/26/2022,cancelled,1,5,28/10/2022,2022-11-01,16.14,apple_pay
779,33,20/02/2021,delivered,1,,2021-02-23,03/06/2021,3.8,debit_card
780,164,07/08/2023,delivered,1,5,2023-08-09,2023-08-11,14.34,afterpay
781,85,2021-03-13,shipped,3,6,14/03/2021,2021-03-18,12.95,debit_card
782,177,2021-09-19,delivered,1,11,22/09/2021,02/10/2021,22.74,apple_pay
783,309,30/05/2024,shipped,4,12,31/05/2024,05/06/2024,22.36,afterpay
784,219,2021-06-28,delivered,1,1,2021-07-01,02/07/2021,11.48,debit_card
785,196,21/03/2021,pending,4,2,2021-03-22,2021-03-30,21.13,credit_card
786,407,14/07/2024,cancelled,1,7,17/07/2024,26/07/2024,8.11,debit_card
787,488,27/11/2021,delivered,1,10,02/12/2021,03/12/2021,24.93,credit_card
788,491,2022-12-26,cancelled,1,6,27/12/2022,2023-01-03,16.4,credit_card
789,59,12/25/2023,pending,4,5,2023-12-28,01/04/2024,5.91,debit_card
790,7,2024-09-13,pending,4,11,09/15/2024,2024-09-28,19.61,credit_card
791,161,2022-07-21,cancelled,1,2,07/22/2022,2022-07-28,23.42,credit_card
792,290,10/10/2024,delivered,1,11,2024-10-13,2024-10-20,18.02,paypal
793,413,2022-01-14,pending,1,5,2022-01-18,17/01/2022,24.41,credit_card
794,339,2021-07-03,shipped,1,4,2021-07-06,2021-07-08,10.75,apple_pay
795,489,2023-12-08,cancelled,4,8,2023-12-10,2023-12-12,19.95,afterpay
796,492,11/26/2022,delivered,4,11,01/12/2022,2022-12-10,8.81,apple_pay
797,47,14/07/2024,cancelled,1,11,2024-07-17,22/07/2024,14.46,credit_card
798,301,05/22/2021,delivered,1,7,2021-05-23,2021-06-05,7.07,credit_card
799,26,2021-01-03,shipped,3,5,2021-01-07,01/16/2021,19.06,credit_card
800,215,17/02/2022,cancelled,1,5,2022-02-20,27/02/2022,0.83,credit_card
801,302,2023-03-02,delivered,4,8,07/03/2023,03/14/2023,22.07,debit_card
802,26,23/11/2024,delivered,2,6,2024-11-28,12/06/2024,4.04,debit_card
803,41,2022-10-06,delivered,1,10,09/10/2022,10/18/2022,15.29,paypal
804,386,21/06/2022,delivered,1,2,23/06/2022,06/28/2022,7.63,paypal
805,297,13/07/2023,delivered,4,,15/07/2023,25/07/2023,18.98,credit_card
806,304,11/04/2022,delivered,4,12,2022-11-08,11/11/2022,24.71,debit_card
807,54,01/17/2021,delivered,2,2,21/01/2021,01/24/2021,19.04,credit_card
808,364,2023-04-26,delivered,2,13,04/29/2023,2023-05-07,6.11,credit_card
809,76,2024-06-05,shipped,2,12,06/10/2024,2024-06-11,2.67,paypal
810,271,2024-12-18,delivered,3,11,22/12/2024,2024-12-26,147.0,paypal
811,362,01/09/2023,delivered,3,7,2023-01-12,16/01/2023,2.12,paypal
812,456,01/11/2022,shipped,2,,2022-01-15,18/01/2022,6.22,credit_card
813,56,2021-02-08,delivered,1,7,2021-02-10,02/21/2021,17.33,credit_card
814,363,2021-10-16,delivered,1,3,10/19/2021,2021-10-26,16.35,afterpay
815,135,21/01/2022,pending,1,3,24/01/2022,01/28/2022,19.85,afterpay
816,201,24/11/2022,shipped,1,13,28/11/2022,2022-12-11,3.99,debit_card
817,9,2021-10-03,delivered,2,4,2021-10-07,2021-10-17,5.74,credit_card
818,355,09/09/2021,delivered,1,1,09/13/2021,26/09/2021,10.67,credit_card
819,30,22/12/2021,delivered,2,4,2021-12-25,29/12/2021,13.9,paypal
820,367,2021-09-27,pending,1,13,2021-09-29,08/10/2021,18.53,debit_card
821,339,2021-09-29,delivered,1,12,2021-09-30,2021-10-06,20.78,paypal
822,423,2022-06-18,cancelled,1,3,19/06/2022,2022-06-29,1.25,credit_card
823,76,11/27/2022,delivered,1,1,11/28/2022,01/12/2022,14.62,debit_card
824,249,2022-05-26,delivered,1,13,2022-05-28,05/06/2022,3.25,credit_card
825,178,2024-11-10,delivered,1,1,2024-11-14,11/27/2024,22.27,credit_card
826,19,2024-07-12,shipped,1,10,2024-07-17,2024-07-20,17.36,debit_card
827,90,19/10/2021,cancelled,2,9,2021-10-23,2021-11-04,4.09,debit_card
828,193,10/22/2024,delivered,4,4,10/25/2024,11/04/2024,126.98,afterpay
829,450,07/02/2021,delivered,1,10,2021-02-12,02/26/2021,8.26,apple_pay
830,350,13/02/2023,delivered,1,6,2023-02-16,2023-02-18,17.05,credit_card
831,337,05/03/2022,shipped,2,5,03/10/2022,22/03/2022,23.03,credit_card
832,215,14/06/2021,cancelled,1,10,06/17/2021,2021-06-26,16.35,credit_card
833,166,21/04/2023,shipped,3,13,2023-04-22,25/04/2023,14.54,apple_pay
834,371,08/31/2022,delivered,1,6,2022-09-02,03/09/2022,15.59,debit_card
835,371,2021-08-08,shipped,1,5,2021-08-13,26/08/2021,21.29,debit_card
836,49,2021-12-21,pending,2,2,2021-12-24,01/05/2022,13.46,credit_card
837,54,2024-04-08,pending,1,1,2024-04-13,2024-04-19,24.72,debit_card
838,292,10/27/2023,cancelled,2,6,2023-10-31,11/11/2023,19.4,credit_card
839,61,2024-05-05,cancelled,2,2,07/05/2024,11/05/2024,17.87,credit_card
840,157,2024-11-14,pending,3,9,2024-11-15,2024-11-20,24.31,apple_pay
841,229,11/11/2021,cancelled,1,5,2021-11-16,2021-11-26,13.17,credit_card
842,113,04/06/2023,cancelled,2,3,06/08/2023,09/06/2023,1.56,apple_pay
843,203,2022-01-22,pending,3,13,01/23/2022,29/01/2022,6.11,afterpay
844,432,2024-06-15,shipped,1,8,20/06/2024,03/07/2024,17.44,debit_card
845,433,2024-02-13,shipped,2,13,02/18/2024,2024-02-28,5.1,credit_card
846,494,16/01/2024,cancelled,2,7,18/01/2024,25/01/2024,24.13,debit_card
847,461,2022-04-08,delivered,1,9,2022-04-13,04/16/2022,5.6,credit_card
848,481,05/12/2024,pending,1,11,2024-12-09,2024-12-17,18.89,credit_card
849,417,06/30/2022,shipped,1,8,2022-07-01,11/07/2022,2.92,apple_pay
850,355,2022-09-05,delivered,1,12,2022-09-09,12/09/2022,3.77,apple_pay
851,446,12/26/2022,delivered,2,5,27/12/2022,12/30/2022,14.83,credit_card
852,223,10/07/2024,delivered,3,3,2024-07-11,2024-07-24,15.2,apple_pay
853,156,2021-05-09,cancelled,1,,05/14/2021,05/24/2021,19.55,credit_card
854,317,2024-03-15,delivered,1,4,19/03/2024,03/24/2024,20.05,afterpay
855,266,2024-07-14,delivered,1,13,07/16/2024,07/23/2024,24.93,paypal
856,6,2024-05-23,shipped,1,6,28/05/2024,2024-06-10,2.96,credit_card
857,204,31/03/2023,delivered,1,9,2023-04-05,15/04/2023,13.37,credit_card
858,412,2021-03-26,delivered,1,9,03/30/2021,2021-04-04,14.88,debit_card
859,8,11/02/2021,cancelled,2,1,05/11/2021,2021-11-06,18.01,paypal
860,199,2022-08-23,pending,2,8,2022-08-28,2022-09-02,16.62,credit_card
861,468,02/09/2021,delivered,4,11,2021-02-10,2021-02-19,0.78,debit_card
862,139,2022-08-29,delivered,1,7,09/01/2022,04/09/2022,16.63,paypal
863,482,03/21/2021,cancelled,1,6,2021-03-23,05/04/2021,15.28,debit_card
864,481,01/06/2022,pending,2,11,2022-01-11,2022-01-12,7.37,paypal
865,278,14/08/2022,delivered,1,7,08/17/2022,2022-08-23,2.41,afterpay
866,426,17/06/2021,shipped,2,2,2021-06-20,26/06/2021,20.72,credit_card
867,95,07/07/2021,pending,2,3,07/11/2021,07/15/2021,11.58,credit_card
868,346,2022-10-20,delivered,2,5,2022-10-23,2022-10-26,21.04,apple_pay
869,168,2023-09-29,delivered,1,6,10/04/2023,2023-10-06,13.23,afterpay
870,158,07/06/2022,cancelled,2,6,2022-07-08,2022-07-21,7.44,credit_card
871,183,04/04/2024,delivered,3,10,09/04/2024,2024-04-17,8.33,apple_pay
872,112,2023-05-13,pending,1,11,14/05/2023,2023-05-26,15.02,paypal
873,407,2021-12-23,cancelled,3,9,12/28/2021,2022-01-05,7.9,paypal
874,426,09/15/2024,shipped,1,13,2024-09-18,2024-09-30,1.25,debit_card
875,150,2022-07-26,cancelled,4,12,07/30/2022,01/08/2022,4.06,debit_card
876,417,2023-03-23,shipped,4,11,2023-03-28,2023-04-07,6.55,credit_card
877,273,2024-05-04,delivered,1,9,2024-05-07,2024-05-15,20.82,credit_card
878,268,2022-08-18,delivered,3,12,08/20/2022,2022-08-31,19.41,debit_card
879,288,2023-01-30,cancelled,3,13,02/02/2023,13/02/2023,23.64,credit_card
880,226,2024-04-10,cancelled,2,11,2024-04-15,2024-04-25,20.5,credit_card
881,475,2022-11-04,delivered,3,6,09/11/2022,2022-11-14,19.75,apple_pay
882,54,19/06/2021,shipped,1,9,2021-06-21,2021-07-02,10.86,paypal
883,484,21/11/2022,delivered,1,10,2022-11-22,2022-12-06,21.66,afterpay
884,296,04/07/2021,delivered,4,7,2021-04-10,2021-04-13,5.53,credit_card
885,7,2024-10-01,delivered,1,12,03/10/2024,06/10/2024,3.05,apple_pay
886,243,2022-09-22,shipped,2,7,2022-09-25,2022-10-01,1.48,paypal
887,168,2021-05-05,shipped,2,7,08/05/2021,2021-05-12,8.58,afterpay
888,72,2023-06-20,pending,2,10,2023-06-22,07/04/2023,6.13,apple_pay
889,165,01/06/2023,pending,4,11,2023-06-04,15/06/2023,16.27,paypal
890,178,2021-08-25,pending,2,10,29/08/2021,2021-09-03,3.35,credit_card
891,438,2021-11-21,delivered,2,7,2021-11-26,12/03/2021,8.58,paypal
892,36,14/12/2024,delivered,1,10,12/18/2024,12/20/2024,11.55,afterpay
893,9146,2022-06-28,pending,2,9,2022-07-01,03/07/2022,3.38,afterpay
894,69,09/11/2023,pending,3,8,2023-11-12,2023-11-23,18.87,apple_pay
895,9177,02/04/2021,cancelled,1,11,04/06/2021,2021-04-13,15.67,paypal
896,447,2022-10-18,delivered,1,13,2022-10-19,11/02/2022,18.72,debit_card
897,11,2024-08-07,cancelled,1,2,12/08/2024,08/21/2024,20.98,debit_card
898,303,29/10/2023,delivered,1,8,30/10/2023,2023-11-08,18.69,paypal
899,390,08/31/2023,cancelled,2,,01/09/2023,2023-09-15,0.31,credit_card
900,96,22/01/2024,shipped,1,3,2024-01-26,2024-01-29,23.1,credit_card
901,335,12/31/2022,cancelled,1,1,2023-01-04,02/01/2023,17.25,debit_card
902,139,31/01/2023,shipped,1,8,02/05/2023,2023-02-16,7.74,credit_card
903,301,02/17/2024,cancelled,3,10,19/02/2024,02/03/2024,4.58,paypal
904,8,2022-06-27,delivered,1,9,2022-06-29,2022-07-02,1.29,debit_card
905,26,08/31/2023,pending,2,11,02/09/2023,2023-09-11,23.36,afterpay
906,370,2021-10-05,pending,1,,2021-10-10,2021-10-16,8.47,debit_card
907,70,15/11/2022,delivered,2,10,16/11/2022,2022-11-17,4.74,credit_card
908,105,01/13/2024,cancelled,4,2,01/18/2024,01/19/2024,12.39,credit_card
909,209,2021-08-18,cancelled,1,2,19/08/2021,29/08/2021,0.16,paypal
910,151,2021-09-27,shipped,4,1,30/09/2021,2021-10-03,4.53,apple_pay
911,140,09/17/2022,delivered,2,7,09/21/2022,2022-10-04,5.21,debit_card
912,473,09/25/2021,cancelled,1,5,09/29/2021,10/01/2021,0.6,credit_card
913,196,2021-03-17,shipped,1,6,2021-03-18,03/20/2021,13.43,credit_card
914,311,2024-01-03,cancelled,1,9,01/06/2024,01/14/2024,3.17,afterpay
915,133,18/02/2021,delivered,1,2,2021-02-20,2021-02-28,2.74,paypal
916,23,14/04/2021,cancelled,1,13,19/04/2021,05/01/2021,24.36,debit_card
917,143,01/12/2024,delivered,1,9,2024-01-17,24/01/2024,5.6,debit_card
918,366,01/20/2021,shipped,2,8,2021-01-21,24/01/2021,18.56,debit_card
919,2,2021-05-05,pending,2,13,2021-05-06,2021-05-15,17.86,apple_pay
920,267,16/03/2024,delivered,4,,17/03/2024,19/03/2024,14.49,credit_card
921,254,02/17/2022,cancelled,1,10,02/22/2022,2022-03-05,18.5,apple_pay
922,218,11/09/2023,delivered,1,10,2023-09-15,2023-09-19,24.31,credit_card
923,371,05/16/2022,cancelled,1,6,17/05/2022,05/19/2022,15.1,debit_card
924,499,2021-02-07,shipped,1,2,2021-02-10,02/23/2021,8.1,afterpay
925,484,2024-03-23,delivered,2,5,28/03/2024,04/02/2024,10.8,credit_card
926,370,2021-02-02,shipped,2,3,07/02/2021,2021-02-09,12.83,debit_card
927,18,24/12/2023,delivered,2,6,2023-12-29,12/31/2023,11.69,debit_card
928,487,04/01/2022,delivered,2,10,2022-04-05,2022-04-04,19.29,credit_card
929,215,2021-05-23,delivered,3,6,2021-05-25,2021-06-07,7.17,apple_pay
930,89,2022-03-25,pending,1,2,28/03/2022,04/04/2022,6.06,debit_card
931,9753,2024-07-08,cancelled,1,11,2024-07-09,07/15/2024,23.66,debit_card
932,490,06/14/2022,delivered,3,11,2022-06-18,2022-06-30,3.61,credit_card
933,319,30/06/2021,delivered,2,12,07/02/2021,03/07/2021,24.58,paypal
934,286,14/05/2023,pending,2,6,2023-05-18,2023-05-25,18.74,credit_card
935,261,2023-03-14,cancelled,1,7,2023-03-18,2023-03-24,21.4,apple_pay
936,9422,2022-07-07,delivered,1,11,07/10/2022,2022-07-18,1.5,paypal
937,499,2021-10-26,shipped,1,4,28/10/2021,2021-11-03,7.68,debit_card
938,45,2022-11-20,delivered,2,13,11/24/2022,12/08/2022,8.92,credit_card
939,420,2021-06-30,pending,4,13,2021-07-01,12/07/2021,13.76,paypal
940,116,2022-11-22,delivered,1,9,2022-11-27,2022-12-10,18.1,afterpay
941,133,02/07/2021,delivered,1,3,2021-02-08,22/02/2021,20.38,debit_card
942,442,2021-03-02,pending,2,9,2021-03-06,2021-03-07,20.59,debit_card
943,84,05/08/2021,delivered,1,10,2021-05-10,2021-05-12,22.81,debit_card
944,153,2023-08-31,pending,4,12,2023-09-02,2023-09-04,20.57,debit_card
945,390,2022-12-28,delivered,2,9,01/02/2023,01/15/2023,14.55,credit_card
946,322,2021-09-04,pending,3,9,2021-09-06,2021-09-14,2.98,debit_card
947,400,2023-08-17,delivered,1,7,18/08/2023,30/08/2023,0.69,debit_card
948,347,2024-05-05,delivered,1,2,2024-05-09,2024-05-14,12.13,debit_card
949,409,11/08/2022,delivered,1,6,08/12/2022,08/23/2022,11.64,debit_card
950,409,2021-10-04,shipped,1,2,10/08/2021,2021-10-11,0.95,paypal
951,204,09/26/2024,cancelled,2,11,27/09/2024,2024-10-04,10.92,paypal
952,29,08/25/2021,cancelled,1,1,28/08/2021,09/11/2021,0.24,debit_card
953,360,2024-11-24,pending,1,3,11/29/2024,2024-12-08,21.38,credit_card
954,218,2024-05-15,pending,1,3,05/16/2024,2024-05-22,22.79,credit_card
955,407,05/17/2022,shipped,3,9,2022-05-22,2022-06-05,0.08,paypal
956,394,11/15/2021,cancelled,1,7,2021-11-20,04/12/2021,3.06,apple_pay
957,395,06/06/2021,cancelled,2,4,06/10/2021,16/06/2021,19.13,afterpay
958,438,08/02/2024,pending,2,,08/07/2024,2024-08-15,7.39,afterpay
959,240,10/17/2021,pending,1,8,2021-10-20,22/10/2021,20.67,afterpay
960,341,05/06/2021,shipped,2,,05/07/2021,2021-05-15,4.64,credit_card
961,93,2023-02-25,pending,3,13,27/02/2023,03/09/2023,17.13,credit_card
962,230,04/05/2023,cancelled,4,11,05/07/2023,04/05/2023,11.96,credit_card
963,281,2023-04-02,cancelled,1,3,2023-04-06,2023-04-18,13.23,paypal
964,9807,2023-12-08,cancelled,1,12,13/12/2023,2023-12-24,9.26,debit_card
965,296,05/07/2023,delivered,4,7,2023-05-08,2023-05-14,19.41,credit_card
966,378,2023-08-29,delivered,3,6,03/09/2023,09/11/2023,10.91,debit_card
967,433,06/01/2022,cancelled,1,3,2022-01-08,2022-01-22,5.16,credit_card
968,390,06/03/2021,cancelled,4,10,06/06/2021,06/17/2021,12.3,credit_card
969,148,04/07/2022,delivered,1,6,08/07/2022,18/07/2022,2.59,credit_card
970,461,2022-01-05,delivered,1,2,2022-01-09,2022-01-19,22.26,afterpay
971,280,2021-02-21,pending,1,1,2021-02-25,03/05/2021,20.16,credit_card
972,6,2021-03-09,delivered,4,8,2021-03-14,18/03/2021,22.92,apple_pay
973,143,06/28/2023,cancelled,1,1,06/30/2023,2023-06-29,18.91,credit_card
974,310,2022-03-25,delivered,2,3,2022-03-30,03/04/2022,12.33,paypal
975,334,2021-04-08,delivered,2,7,13/04/2021,04/27/2021,11.31,paypal
976,106,04/19/2024,cancelled,1,,2024-04-22,2024-05-02,18.07,credit_card
977,254,2023-01-15,cancelled,1,11,16/01/2023,19/01/2023,2.58,credit_card
978,463,01/31/2023,delivered,3,9,02/02/2023,12/02/2023,0.86,debit_card
979,89,2021-01-14,shipped,2,13,2021-01-16,22/01/2021,16.3,paypal
980,146,04/11/2022,delivered,1,9,05/11/2022,09/11/2022,20.21,debit_card
981,151,20/05/2022,cancelled,1,13,2022-05-22,01/06/2022,8.67,paypal
982,386,08/07/2022,pending,1,6,2022-07-10,2022-07-20,9.82,debit_card
983,125,10/14/2023,cancelled,3,10,2023-10-16,18/10/2023,4.0,afterpay
984,176,28/06/2024,pending,4,2,2024-07-03,07/06/2024,2.5,afterpay
985,164,2021-11-06,delivered,3,7,2021-11-11,2021-11-22,22.64,debit_card
986,14,2021-01-10,delivered,1,5,2021-01-15,01/18/2021,3.44,credit_card
987,118,2022-11-11,delivered,2,12,2022-11-12,2022-11-18,2.51,apple_pay
988,237,30/07/2024,shipped,2,6,08/02/2024,08/10/2024,6.28,credit_card
989,478,2024-01-11,pending,1,5,16/01/2024,19/01/2024,12.08,debit_card
990,388,12/15/2021,delivered,1,6,2021-12-20,12/29/2021,23.57,credit_card
991,453,12/01/2023,delivered,2,9,2023-12-06,2023-12-19,20.74,debit_card
992,208,12/19/2021,pending,2,11,12/24/2021,2021-12-29,4.21,apple_pay
993,201,2021-12-12,delivered,3,1,14/12/2021,12/17/2021,13.33,afterpay
994,89,02/06/2024,cancelled,2,,2024-02-08,02/18/2024,21.28,apple_pay
995,294,2021-12-25,delivered,2,7,2021-12-26,12/23/2021,20.79,paypal
